Year,Rank,Artist,Song,valence,danceability,energy,tempo
1960,1,percy faith,theme from a summer place,0.913,0.325,0.412,186.72
1960,2,jim reeves,hell have to go,0.1905,0.5329999999999999,0.2435,81.068
1960,3,everly brothers,cathys clown,0.866,0.498,0.5820000000000001,119.809
1960,4,johnny preston,running bear,,,,
1960,5,mark dinning,teen angel,,,,
1960,6,brenda lee,im sorry,0.303,0.5579999999999999,0.223,101.711
1960,7,elvis presley,its now or never,0.7705,0.6365000000000001,0.474,126.2915
1960,8,jimmy jones,handy man,,,,
1960,9,elvis presley,stuck on you,0.955,0.647,0.513,131.641
1960,10,chubby checker,the twist,0.9545,0.5289999999999999,0.738,155.8465
1960,11,connie francis,everybodys somebodys fool,0.847,0.5820000000000001,0.591,84.20100000000002
1960,12,bobby rydell,wild one,,,,
1960,13,brothers four,greenfields,,,,
1960,14,jack scott,what in the worlds come over you,,,,
1960,15,marty robbins,el paso,0.72,0.598,0.5345,105.8695
1960,16,hollywood argyles,alleyoop,,,,
1960,17,connie francis,my heart has a mind of its own,0.731,0.3229999999999999,0.478,109.405
1960,18,brenda lee,sweet nothins,0.961,0.778,0.413,125.235
1960,19,brian hyland,itsy bitsy teenie weenie yellow polkadot bikini,0.967,0.8029999999999999,0.402,122.142
1960,20,roy orbison,only the lonely,0.934,0.57,0.529,123.273
1960,21,dion  the belmonts,where or when,0.393,0.449,0.395,110.501
1960,22,connie stevens,sixteen reasons,,,,
1960,23,paul anka,puppy love,0.518,0.431,0.321,103.164
1960,24,frankie avalon,why,0.546,0.357,0.228,92.893
1960,25,ventures,walk dont run,,,,
1960,26,drifters,save the last dance for me,,,,
1960,27,brook benton  dinah washington,baby,,,,
1960,28,johnny horton,sink the bismark,0.9644999999999999,0.679,0.5555,115.333
1960,29,sam cooke,chain gang,0.931,0.701,0.7240000000000001,131.821
1960,30,everly brothers,let it be me,0.305,0.471,0.19,72.764
1960,31,jimmy jones,good timin,,,,
1960,32,bobby darin,beyond the sea,0.569,0.521,0.516,136.483
1960,33,jimmy clanton,go jimmy go,,,,
1960,34,jackie wilson,night,,,,
1960,35,jack scott,burning bridges,,,,
1960,36,toni fisher,the big hurt,,,,
1960,37,duane eddy,because theyre young,,,,
1960,38,conway twitty,lonely blue boy,0.677,0.659,0.342,112.878
1960,39,steve lawrence,pretty blue eyes,0.8640000000000001,0.477,0.507,126.419
1960,40,freddie cannon,way down yonder in new orleans,,,,
1960,41,anita bryant,paper roses,,,,
1960,42,larry verne,mr custer,,,,
1960,43,brenda lee,i want to be wanted,0.392,0.515,0.412,107.61
1960,44,fendermen,mule skinner blues,,,,
1960,45,johnny preston,cradle of love,,,,
1960,46,marv johnson,youve got what it takes,,,,
1960,47,hank locklin,please help me im falling,0.5529999999999999,0.552,0.336,105.479
1960,48,ron holden,love you so,,,,
1960,49,hank ballard  the midnighters,finger poppin time,,,,
1960,50,platters,harbor lights,,,,
1960,51,billy bland,let the little girl dance,,,,
1960,52,jeanne black,hell have to stay,,,,
1960,53,ferrante  teicher,theme from the apartment,,,,
1960,54,bobby rydell,volare,,,,
1960,55,jimmy charles,a million to one,,,,
1960,56,andy williams,the village of st bernadette,,,,
1960,57,the browns,the old lamplighter,,,,
1960,58,bill blacks combo,white silver sands,,,,
1960,59,bobby vee,devil or angel,0.615,0.389,0.266,102.833
1960,60,four preps,down by the station,,,,
1960,61,little dippers,forever,,,,
1960,62,safaris  the phantoms band,image of a girl,,,,
1960,63,brook benton,kiddio,,,,
1960,64,donnie brooks,mission bell,,,,
1960,65,marv johnson,i love the way you love,,,,
1960,66,paul anka,its time to cry,0.565,0.311,0.314,109.983
1960,67,ray peterson,tell laura i love her,0.297,0.528,0.394,102.898
1960,68,connie francis,mama,0.112,0.271,0.208,87.551
1960,69,steve lawrence,footsteps,0.913,0.6409999999999999,0.468,144.387
1960,70,everly brothers,so sad,0.3965,0.5115000000000001,0.197,102.3765
1960,71,brenda lee,thats all you gotta do,0.956,0.405,0.57,195.855
1960,72,fats domino,walking to new orleans,0.743,0.5820000000000001,0.289,80.75
1960,73,connie francis,among my souvenirs,0.524,0.474,0.347,108.945
1960,74,bobby rydell,swingin school,,,,
1960,75,dinah washington  brook benton,a rockin good way,,,,
1960,76,neil sedaka,stairway to heaven,0.926,0.515,0.8740000000000001,127.039
1960,77,paul anka,my home town,,,,
1960,78,ray charles,georgia on my mind,,,,
1960,79,skip  flip,cherry pie,,,,
1960,80,sam cooke,wonderful world,0.885,0.691,0.507,128.518
1960,81,spencer ross,tracys theme,,,,
1960,82,lloyd price,lady luck,,,,
1960,83,crests,step by step,,,,
1960,84,paul evans,happygolucky me,,,,
1960,85,ricky nelson,young emotions,,,,
1960,86,johnny burnette,dreamin,0.738,0.4645,0.46099999999999997,111.5555
1960,87,johnny tillotson,poetry in motion,0.888,0.486,0.693,135.184
1960,88,annette,o dio mio,,,,
1960,89,joe jones,you talk too much,,,,
1960,90,johnny  the hurricanes,beatnik fly,,,,
1960,91,everly brothers,when will i be loved,,,,
1960,92,bob luman,lets think about livin,,,,
1960,93,guy mitchell,heartaches by the number,0.8420000000000001,0.584,0.589,172.484
1960,94,anita bryant,in my little corner of the world,,,,
1960,95,jackie wilson,doggin around,0.383,0.568,0.3670000000000001,94.096
1960,96,bobby rydell,little bitty girl,,,,
1960,97,barret strong,money,,,,
1960,98,maurice williams,stay,,,,
1960,99,charlie rich,lonely weekends,0.547,0.413,0.8170000000000001,183.421
1960,100,larry hall,sandy,,,,
1961,1,bobby lewis,tossin and turnin,0.9635,0.565,0.7295,142.3835
1961,2,patsy cline,i fall to pieces,,,,
1961,3,highwaymen,michael,,,,
1961,4,roy orbison,cryin,,,,
1961,5,del shannon,runaway,0.741,0.529,0.539,78.55199999999998
1961,6,jive five,my true story,,,,
1961,7,chubby checker,pony time,0.9535,0.481,0.6555,115.96549999999999
1961,8,stringalongs,wheels,,,,
1961,9,dee clark,raindrops,0.563,0.381,0.7190000000000001,114.086
1961,10,joe dowell,wooden heart,,,,
1961,11,lawrence welk,calcutta,,,,
1961,12,bobby vee,take good care of my baby,0.6145,0.493,0.4305,82.82850000000002
1961,13,roy orbison,running scared,0.381,0.5720000000000001,0.392,128.255
1961,14,the shirelles,dedicated to the one i love,0.479,0.3905,0.3105,80.47999999999999
1961,15,markeys,last night,,,,
1961,16,shirelles,tomorrow,,,,
1961,17,ferrante  teicher,exodus,,,,
1961,18,connie francis,where the boys are,0.39749999999999996,0.4105,0.358,109.0325
1961,19,ray charles,hit the road jack,,,,
1961,20,sue thompson,sad movies,0.5539999999999999,0.605,0.264,107.172
1961,21,ernie kdoe,motherinlaw,,,,
1961,22,dovells,bristol stomp,,,,
1961,23,ricky nelson,travelin man,0.8640000000000001,0.638,0.485,122.876
1961,24,miracles,shop around,,,,
1961,25,brook benton,the boll weevil song,,,,
1961,26,gene mcdaniels,a hundred pounds of clay,0.8240000000000001,0.684,0.389,129.06
1961,27,dick  deedee,the mountains high,,,,
1961,28,marty robbins,dont worry,0.444,0.514,0.256,99.585
1961,29,floyd cramer,on the rebound,0.912,0.535,0.6829999999999999,150.74200000000005
1961,30,steve lawrence,portrait op my love,,,,
1961,31,gary,quarter to three,,,,
1961,32,barry mann,who put the bomp,,,,
1961,33,neil sedaka,calendar girl,0.8685,0.6799999999999999,0.581,122.4105
1961,34,chris kenner,i like it like that,0.777,0.589,0.568,144.566
1961,35,jrgen ingmann,apache,,,,
1961,36,linda scott,dont bet money honey,,,,
1961,37,johnny tillotson,without you,,,,
1961,38,ferlin husky,wings of a dove,0.888,0.498,0.555,184.891
1961,39,elvis presley,little sister,0.902,0.602,0.619,139.6
1961,40,marcels,blue moon,,,,
1961,41,shep  the limelites,daddys home,,,,
1961,42,troy shondell,this time,0.43,0.407,0.366,81.898
1961,43,clarence frog man henry,i dont know why but i do,,,,
1961,44,kokomo,asia minor,,,,
1961,45,faron young,hello walls,0.7949999999999999,0.636,0.4185,110.4325
1961,46,dion,runaround sue,0.598,0.364,0.607,79.987
1961,47,arthur lyman,yellow bird,0.7385,0.562,0.0558,119.81700000000001
1961,48,timi yuro,hurt,0.222,0.493,0.244,87.044
1961,49,ricky nelson,hello mary lou,0.964,0.5589999999999999,0.78,98.661
1961,50,capris,theres a moon out tonight,,,,
1961,51,elvis presley,surrender,0.7490000000000001,0.38,0.638,79.125
1961,52,paris sisters,i love how you love me,,,,
1961,53,lee dorsey,ya ya,0.942,0.777,0.646,140.749
1961,54,gary,school is out,,,,
1961,55,bob moore,mexico,,,,
1961,56,ral donner,you dont know what youve got,,,,
1961,57,everly brothers,walk right back,0.8575,0.6145,0.39549999999999996,135.2615
1961,58,lettermen,the way you look tonight,,,,
1961,59,pat boone,moody river,0.685,0.616,0.728,139.428
1961,60,ray charles,one mint julep,,,,
1961,61,adam wade,take good care of her,,,,
1961,62,carla thomas,gee whiz,,,,
1961,63,ben e king,stand by me,0.6569999999999999,0.652,0.2515,119.108
1961,64,ben e king,spanish harlem,0.789,0.608,0.594,125.166
1961,65,ike  tina turner,its gonna work out fine,0.936,0.69,0.69,108.037
1961,66,echoes,baby blue,,,,
1961,67,buzz clifford,baby sittin boogie,,,,
1961,68,del shannon,hats off to larry,0.635,0.44,0.7190000000000001,79.99
1961,69,caesar  the romans,those oldies but goodies,,,,
1961,70,chubby checker,the fly,0.841,0.395,0.934,160.662
1961,71,elvis presley,his latest flame,0.913,0.6365,0.8545,105.09649999999999
1961,72,bert kaempfert  his orch,wonderland by night,,,,
1961,73,tony orlando,bless you,,,,
1961,74,linda scott,ive told every little star,,,,
1961,75,bobby lewis,one track mind,0.971,0.606,0.564,145.083
1961,76,rosie  the originals,angel baby,0.368,0.4455,0.27349999999999997,147.2315
1961,77,curtis lee,pretty little angel eyes,,,,
1961,78,brook benton,think twice,,,,
1961,79,lonnie donegan,does your chewing gum lose its flavor,,,,
1961,80,connie francis,breakin in a brand new broken heart,0.255,0.33,0.166,103.425
1961,81,shirelles,mama said,,,,
1961,82,fats domino,let the four winds blow,,,,
1961,83,adam wade,the writing on the wall,,,,
1961,84,matt monroe,my kind of girl,,,,
1961,85,paul anka,tonight my love tonight,,,,
1961,86,jimmy dean,big bad john,0.4215,0.51,0.352,173.5815
1961,87,bobby rydell,good time baby,,,,
1961,88,floyd cramer,san antonio rose,0.972,0.575,0.451,173.57299999999995
1961,89,bobby vee,rubber ball,0.77,0.423,0.43,142.885
1961,90,ray peterson,missing you,,,,
1961,91,brenda lee,dum dum,0.682,0.691,0.618,126.533
1961,92,eddie hodges,im gonna knock on your door,,,,
1961,93,brenda lee,you can depend on me,0.335,0.563,0.153,92.487
1961,94,chubby checker,lets twist again,0.9415,0.622,0.6715,164.9795
1961,95,dave brubeck,take five,0.62,0.454,0.219,173.15200000000004
1961,96,elvis presley,are you lonesome tonight,0.191,0.355,0.0922,65.952
1961,97,don gibson,sea of heartbreak,0.7290000000000001,0.59,0.586,91.17
1961,98,four preps,more money for you and me medley,,,,
1961,99,bobby darin,you must have been a beautiful baby,,,,
1961,100,drifters,please stay,,,,
1962,1,mr acker bilk,stranger on the shore,,,,
1962,2,ray charles,i cant stop loving you,0.377,0.31,0.279,79.39699999999998
1962,3,dee dee sharp,mashed potato time,0.847,0.674,0.473,125.046
1962,4,bobby vinton,roses are red,0.531,0.499,0.16549999999999998,102.1755
1962,5,david rose,the stripper,,,,
1962,6,shelley fabares,johnny angel,,,,
1962,7,little eva,the locomotion,0.736,0.629,0.782,128.97299999999998
1962,8,sensations,let me in,,,,
1962,9,chubby checker,the twist,0.9545,0.5289999999999999,0.738,155.8465
1962,10,shirelles,soldier boy,,,,
1962,11,bruce channel,hey baby,,,,
1962,12,dion,the wanderer,0.8420000000000001,0.605,0.544,114.436
1962,13,gene chandler,duke of earl,0.496,0.422,0.28,100.839
1962,14,freddy cannon,palisades park,,,,
1962,15,neil sedaka,breaking up is hard to do,0.966,0.742,0.6629999999999999,116.525
1962,16,claude king,wolverton mountain,0.8605,0.643,0.355,157.41699999999997
1962,17,chubby checker,slow twistin,0.924,0.804,0.6890000000000001,120.279
1962,18,johnny tillotson,it keeps right on ahurtin,,,,
1962,19,mary wells,the one who really loves you,0.916,0.7240000000000001,0.597,115.891
1962,20,elvis presley,good luck charm,0.904,0.618,0.467,121.646
1962,21,kenny ball,midnight in moscow,,,,
1962,22,tommy roe,sheila,0.5765,0.39849999999999997,0.5309999999999999,136.3105
1962,23,sam cooke,twistin the night away,0.9255,0.5015000000000001,0.727,160.719
1962,24,orlons,wahwatusi,,,,
1962,25,joey dee  the starlighters,peppermint twist,,,,
1962,26,brenda lee,break it to me gently,0.4920000000000001,0.539,0.26,92.032
1962,27,marvelettes,playboy,,,,
1962,28,nat king cole,ramblin rose,0.31,0.431,0.379,97.061
1962,29,brian hyland,sealed with a kiss,0.6034999999999999,0.4685,0.3235,91.2145
1962,30,jay  the americans,she cried,0.4505,0.44,0.27949999999999997,99.90950000000001
1962,31,connie francis,dont break the heart that loves you,0.199,0.397,0.361,73.709
1962,32,gary us bonds,dear lady twist,,,,
1962,33,sue thompson,norman,0.966,0.7120000000000001,0.506,127.255
1962,34,ketty lester,love letters,,,,
1962,35,claudine clark,party lights,,,,
1962,36,highwaymen,cotton fields,,,,
1962,37,bent fabric,alley cat,,,,
1962,38,the isley brothers,twist and shout,0.963,0.774,0.8109999999999999,123.351
1962,39,richard chamberlain,theme from dr kildare,0.19,0.271,0.175,110.915
1962,40,ace cannon,tuff,,,,
1962,41,clyde mcphatter,lover please,,,,
1962,42,barbara george,i know,,,,
1962,43,rick nelson,young world,,,,
1962,44,shirelles,baby its you,,,,
1962,45,pat boone,speedy gonzales,0.789,0.589,0.447,146.845
1962,46,burl ives,a little bitty tear,,,,
1962,47,everly brothers,crying in the rain,0.536,0.605,0.42000000000000004,97.148
1962,48,emillo pericoli,al di la,,,,
1962,49,ernie maresca,shout shout,0.967,0.654,0.721,94.851
1962,50,don  juan,whats your name,,,,
1962,51,corsairs,smoky places,,,,
1962,52,sam cooke,having a party,0.72,0.5489999999999999,0.5529999999999999,123.371
1962,53,booker t  the mgs,green onions,0.912,0.816,0.514,136.83700000000002
1962,54,ray charles,you dont know me,,,,
1962,55,four seasons,sherry,,,,
1962,56,joanie sommers,johnny get angry,0.5479999999999999,0.628,0.27,126.676
1962,57,elvis presley,cant help falling in love,0.35250000000000004,0.41700000000000004,0.309,100.94200000000001
1962,58,joey dee,shout,,,,
1962,59,dave baby cortez,rinky dink,0.68,0.76,0.569,112.438
1962,60,henry mancini,moon river,0.061649999999999996,0.2165,0.167,113.78
1962,61,ray stevens,ahab the arab,0.7979999999999999,0.639,0.59,174.416
1962,62,bobby darin,things,0.8390000000000001,0.562,0.5579999999999999,174.704
1962,63,gene pitney,the man who shot liberty valance,,,,
1962,64,duprees,you belong to me,,,,
1962,65,roy orbison,dream baby,,,,
1962,66,joe henderson,snap your fingers,,,,
1962,67,dion,lovers who wander,0.821,0.51,0.382,111.63
1962,68,chris montez,lets dance,0.935,0.7509999999999999,0.83,76.48899999999998
1962,69,johnny crawford,cindys birthday,,,,
1962,70,mary wells,you beat me to the punch,,,,
1962,71,barbara lynn,youll lose a good thing,0.5609999999999999,0.6125,0.3365,99.4565
1962,72,crystals,uptown,,,,
1962,73,brenda lee,everybody loves me but you,,,,
1962,74,dickie lee,patches,,,,
1962,75,jimmy clanton,venus in blue jeans,,,,
1962,76,paul anka,love me warm and tender,,,,
1962,77,rick nelson,teen age idol,,,,
1962,78,patsy cline,shes got you,,,,
1962,79,larry finnegan,dear one,,,,
1962,80,james darren,her royal majesty,0.91,0.359,0.591,183.318
1962,81,walter brennan,old rivers,,,,
1962,82,burl ives,funny way of laughin,,,,
1962,83,billy vaughn,a swingin safari,,,,
1962,84,dick  deedee,tell me,,,,
1962,85,jimmy dean,pt,0.84,0.746,0.6659999999999999,94.024
1962,86,dion,little diane,0.546,0.329,0.588,136.52
1962,87,billy joe  the checkmates,percolator,,,,
1962,88,gary us bonds,twist twist senora,,,,
1962,89,jimmy soul,twistin matilda,,,,
1962,90,dee dee sharp,gravy,0.97,0.7929999999999999,0.7979999999999999,129.964
1962,91,jimmy smith,walk on the wild side,,,,
1962,92,king curtis,soul twist,0.74,0.6920000000000001,0.595,122.924
1962,93,bobby rydell,ill never dance again,0.5820000000000001,0.586,0.431,104.757
1962,94,ikettes,im blue,,,,
1962,95,kingston trio,where have all the flowers gone,,,,
1962,96,eddie hodges,were made to love,,,,
1962,97,gene pitney,town without pity,0.6890000000000001,0.494,0.535,120.617
1962,98,peter paul  mary,if i had a hammer,0.512,0.471,0.387,89.69200000000002
1962,99,ronnie  the hilites,i wish that we were married,,,,
1962,100,beach boys,surfin safari,,,,
1963,1,jimmy gilmer  the fireballs,sugar shack,0.8809999999999999,0.792,0.8029999999999999,132.845
1963,2,beach boys,surfin usa,,,,
1963,3,skeeter davis,the end of the world,0.4320000000000001,0.232,0.216,94.268
1963,4,cascades,rhythm of the rain,,,,
1963,5,chiffons,hes so fine,,,,
1963,6,bobby vinton,blue velvet,0.286,0.397,0.2115,80.45750000000001
1963,7,paul  paula,hey paula,,,,
1963,8,little stevie wonder,fingertips ii,,,,
1963,9,village stompers,washington square,,,,
1963,10,impressions,its all right,,,,
1963,11,andy williams,cant get used to losing you,0.7629999999999999,0.471,0.23,135.90449999999998
1963,12,angels,my boyfriends back,,,,
1963,13,kyu sakamoto,sukiyaki,0.404,0.415,0.359,146.029
1963,14,lesley gore,shes a fool,0.617,0.541,0.346,121.135
1963,15,tymes,so much in love,,,,
1963,16,peter paul  mary,puff,,,,
1963,17,peter paul  mary,blowin in the wind,0.557,0.381,0.0848,155.036
1963,18,dale  grace,im leaving it up to you,,,,
1963,19,nino tempo  april stevens,deep purple,0.575,0.507,0.32,130.565
1963,20,the surfaris,wipe out,0.725,0.386,0.7659999999999999,168.752
1963,21,al martino,i love you because,0.233,0.29,0.2,88.654
1963,22,rebels,wild weekend,,,,
1963,23,bobby darin,youre the reason im living,0.36,0.347,0.209,72.3
1963,24,four seasons,walk like a man,,,,
1963,25,inez foxx,mockingbird,,,,
1963,26,little peggy march,i will follow him,0.904,0.638,0.44,125.495
1963,27,chantays,pipeline,,,,
1963,28,jan  dean,surf city,0.964,0.534,0.807,147.843
1963,29,lesley gore,its my party,0.946,0.6875,0.6054999999999999,128.2845
1963,30,eydie gorme,blame it on the bossa nova,,,,
1963,31,dovells,you cant sit down,,,,
1963,32,martha  the vandellas,heat wave,,,,
1963,33,randy  the rainbows,denise,,,,
1963,34,rooftop singers,walk right in,,,,
1963,35,jimmy soul,if you wanna be happy,0.8390000000000001,0.6729999999999999,0.866,93.224
1963,36,beach boys,surfer girl,,,,
1963,37,trini lopez,if i had a hammer,,,,
1963,38,tommy roe,everybody,0.8420000000000001,0.544,0.588,142.465
1963,39,essex,easier said than done,,,,
1963,40,dion,ruby baby,0.599,0.6459999999999999,0.579,121.728
1963,41,los indios tabajaras,maria elena,0.591,0.665,0.0989,83.605
1963,42,ruby  the romantics,our day will come,,,,
1963,43,skeeter davis,i cant stay mad at you,,,,
1963,44,barbara lewis,hello stranger,0.835,0.589,0.31749999999999995,102.46000000000001
1963,45,ronettes,be my baby,,,,
1963,46,roy orbison,mean woman blues,,,,
1963,47,orlons,south street,,,,
1963,48,henry mancini,days of wine and roses,0.123,0.176,0.204,82.36
1963,49,major lance,the monkey time,,,,
1963,50,four seasons,candy girl,,,,
1963,51,bill anderson,still,,,,
1963,52,bobby vinton,blue on blue,0.579,0.5885,0.281,97.553
1963,53,garnet mimms  the enchanters,cry baby,0.6779999999999999,0.4975,0.371,151.86650000000003
1963,54,lou christie,two faces have i,0.963,0.649,0.584,139.266
1963,55,ray charles,busted,,,,
1963,56,crystals,da doo ron ron,,,,
1963,57,shirelles,foolish little girl,,,,
1963,58,lonnie mack,memphis,,,,
1963,59,roy orbison,in dreams,0.71,0.495,0.435,108.189
1963,60,kal winding,more,,,,
1963,61,rick nelson,fools rush in,,,,
1963,62,brenda lee,losing you,0.269,0.384,0.303,110.75
1963,63,bill pursell,our winter love,,,,
1963,64,tony bennett,i wanna be around,0.376,0.498,0.266,69.601
1963,65,miracles,youve really got a hold on me,,,,
1963,66,jaynetts,sally go round the roses,,,,
1963,67,sam cooke,little red rooster,0.7965,0.515,0.6065,92.54650000000001
1963,68,crystals,then he kissed me,,,,
1963,69,elvis presley,devil in disguise,0.8825000000000001,0.482,0.6559999999999999,122.718
1963,70,nat king cole,those lazy hazy crazy days of summer,0.895,0.416,0.726,182.219
1963,71,jackie wilson,baby workout,0.87,0.584,0.68,141.529
1963,72,marvin gaye,pride and joy,0.8420000000000001,0.622,0.625,119.397
1963,73,rufus thomas,walking the dog,,,,
1963,74,ned miller,from a jack to a king,,,,
1963,75,drifters,up on the roof,,,,
1963,76,johnny mathis,what will my mary say,,,,
1963,77,jan bradley,mama didnt lie,,,,
1963,78,bobby vee,the night has a thousand eyes,0.888,0.555,0.506,98.557
1963,79,the cookies,dont say nothin bad about my baby,,,,
1963,80,johnny cash,ring of fire,0.73,0.6599999999999999,0.5509999999999999,104.337
1963,81,doris troy,just one look,0.944,0.856,0.436,107.967
1963,82,allan sherman,hello muddah hello fadduh,,,,
1963,83,lesley gore,judys turn to cry,0.968,0.742,0.573,129.082
1963,84,roll harris,tie me kangaroo down sport,,,,
1963,85,miracles,mickeys monkey,,,,
1963,86,dion,donna the prima donna,0.93,0.358,0.556,137.556
1963,87,nat king cole,that sunday that summer,,,,
1963,88,sam cooke,another saturday night,0.97,0.7759999999999999,0.654,123.094
1963,89,al martino,painted tainted rose,,,,
1963,90,dixiebelles with cornbread  jerry,papa joes,,,,
1963,91,steve lawrence,go away little girl,,,,
1963,92,ray charles,take these chains from my heart,,,,
1963,93,sunny  the sunglows,talk to me,,,,
1963,94,martha  the vandellas,come and get these memories,,,,
1963,95,elvis presley,bossa nova baby,0.953,0.755,0.736,106.777
1963,96,dee dee sharp,do the bird,0.929,0.6409999999999999,0.6729999999999999,79.22399999999998
1963,97,beach boys,shut down,,,,
1963,98,chiffons,one fine day,,,,
1963,99,bobby bare,miles away from home,0.536,0.51,0.40149999999999997,109.1005
1963,100,del shannon,little town flirt,0.883,0.657,0.6859999999999999,123.779
1964,1,beatles,i want to hold your hand,,,,
1964,2,beatles,she loves you,,,,
1964,3,louis armstrong,hello dolly,0.0,0.0,0.405,0.0
1964,4,roy orbison,oh pretty woman,0.955,0.6134999999999999,0.5925,127.36449999999999
1964,5,beach boys,i get around,,,,
1964,6,dean martin,everybody loves somebody,0.43000000000000005,0.313,0.4405,99.89049999999999
1964,7,mary wells,my guy,0.91,0.691,0.581,126.615
1964,8,gale garnett,well sing in the sunshine,0.49850000000000005,0.4455,0.39549999999999996,106.369
1964,9,j frank wilson  the cavaliers,last kiss,,,,
1964,10,supremes,where did our love go,,,,
1964,11,barbara streissand,people,,,,
1964,12,al hirt,java,0.967,0.606,0.737,92.718
1964,13,beatles,a hard days night,,,,
1964,14,beatles,love me do,,,,
1964,15,manfred mann,do wah diddy diddy,0.957,0.6609999999999999,0.557,125.445
1964,16,beatles,please please me,,,,
1964,17,martha  the vandellas,dancing in the street,,,,
1964,18,billy j kramer  the dakotas,little children,,,,
1964,19,ray charles singers,love me with all your heart,0.654,0.307,0.522,200.596
1964,20,drifters,under the boardwalk,,,,
1964,21,dixie cups,chapel of love,,,,
1964,22,terry stafford,suspicion,0.884,0.595,0.57,137.757
1964,23,dave clark five,glad all over,,,,
1964,24,four seasons,rag doll,,,,
1964,25,four seasons,dawn,,,,
1964,26,newbeats,bread and butter,0.623,0.698,0.652,164.31900000000005
1964,27,gene pitney,it hurts to be in love,0.8809999999999999,0.591,0.662,129.955
1964,28,jan  dean,dead mans curve,,,,
1964,29,jay  the americans,come a little bit closer,0.8639999999999999,0.615,0.7,132.409
1964,30,peter  gordon,a world without love,,,,
1964,31,honeycombs,have i the right,,,,
1964,32,serendipity singers,dont let the rain come down,,,,
1964,33,supremes,baby love,,,,
1964,34,betty everett  jerry butler,let it be me,,,,
1964,35,dusty springfield,wishin and hopin,0.7070000000000001,0.6829999999999999,0.374,108.125
1964,36,lesley gore,you dont own me,0.7075,0.46950000000000003,0.508,94.9515
1964,37,dionne warwick,walk on by,0.571,0.6955,0.357,98.499
1964,38,animals,the house of the rising sun,,,,
1964,39,ronny  the daytona,gto,,,,
1964,40,beatles,twist and shout,,,,
1964,41,johnny rivers,memphis,,,,
1964,42,danny williams,white on white,,,,
1964,43,rip chords,hey little cobra,,,,
1964,44,betty everett,the shoop shoop song,0.966,0.652,0.456,121.983
1964,45,dave clark five,bits and pieces,,,,
1964,46,millie small,my boy lollipop,0.963,0.693,0.441,132.529
1964,47,major lance,um um um um um um,,,,
1964,48,jan  dean,the little old lady,0.943,0.478,0.8170000000000001,145.946
1964,49,gerry  the pacemakers,dont let the sun catch you crying,,,,
1964,50,chad  jeremy,a summer song,0.4970000000000001,0.5870000000000001,0.414,124.016
1964,51,stan getz  astrud gilberto,the girl from ipanema,,,,
1964,52,beatles,cant buy me love,,,,
1964,53,shangrilas,remember,,,,
1964,54,bobby freeman,cmon and swim,,,,
1964,55,beatles,do you want to know a secret,,,,
1964,56,impressions,keep on pushing,,,,
1964,57,four tops,baby i need your loving,0.65,0.632,0.6859999999999999,121.414
1964,58,diane renay,navy blue,,,,
1964,59,bachelors,diane,,,,
1964,60,marketts,out of limits,,,,
1964,61,hondells,little honda,,,,
1964,62,bobby goldsboro,see the funny little clown,,,,
1964,63,dave clark five,because,,,,
1964,64,reflections,romeo and juliet,,,,
1964,65,rick nelson,for you,,,,
1964,66,new christy minstrels,today,,,,
1964,67,dave clark five,cant you see that shes mine,,,,
1964,68,shangrilas,leader of the pack,,,,
1964,69,joe hinton,funny,,,,
1964,70,temptations,the way you do the things you do,,,,
1964,71,dionne warwick,anyone who had a heart,0.309,0.505,0.0477,78.85600000000002
1964,72,al martino,i love you more and more every day,,,,
1964,73,roy orbison,its over,0.489,0.462,0.319,89.67200000000004
1964,74,four seasons,ronnie,,,,
1964,75,trashmen,surfin bird,,,,
1964,76,tams,what kind of fool,,,,
1964,77,dean martin,the door is still open to my heart,0.405,0.438,0.435,84.087
1964,78,kinks,you really got me,,,,
1964,79,sammy davis jr,the shelter of your arms,0.356,0.536,0.331,101.248
1964,80,impressions,im so proud,,,,
1964,81,jelly beans,i wanna love him so bad,,,,
1964,82,roger miller,chugalug,0.888,0.6990000000000001,0.408,171.922
1964,83,roger miller,dang me,0.7815,0.635,0.4215,145.26999999999998
1964,84,al hirt,cotton candy,0.966,0.675,0.6709999999999999,148.156
1964,85,nancy wilson,how glad i am,0.611,0.529,0.44,103.669
1964,86,kingsmen,money,,,,
1964,87,searchers,dont throw your love away,,,,
1964,88,tommy tucker,hiheel sneakers,,,,
1964,89,gerry  the pacemakers,how do you do it,,,,
1964,90,the ventures,walk dont run,0.949,0.488,0.648,154.928
1964,91,dave clark five,do you love me,,,,
1964,92,robert maxwell his harp  orch,shangrila,,,,
1964,93,gene simmons,haunted houses,,,,
1964,94,jimmy hughes,steal away,,,,
1964,95,beatles,i saw her standing there,,,,
1964,96,andy williams,a fool never learns,0.752,0.287,0.7709999999999999,196.828
1964,97,billy j kramer  the dakotas,bad to me,,,,
1964,98,bobby vinton,there ive said it again,0.35,0.2215,0.308,78.52799999999999
1964,99,the kingsmen,louie louie,0.948,0.623,0.7090000000000001,122.394
1964,100,searchers,needles and pins,,,,
1965,1,sam the sham  the pharaohs,wooly bully,0.5579999999999999,0.5820000000000001,0.575,140.601
1965,2,four tops,i cant help myself,0.965,0.6859999999999999,0.7140000000000001,127.888
1965,3,rolling stones,satisfaction,,,,
1965,4,we five,you were on my mind,,,,
