Date updated:,1-Jan-24,,,,,,,,,,,,,,,,,,,,,,,
2021,0.28,0.05%,-4.42%,0.93%,18.87%,-3.75%," $761,710.83 "," $2,098.03 "," $8,526.95 "," $53,675.01 "," $4,772.78 "," $8,818.31 ",28.42%,32.88%,27.54%,5.13%,7.19%,19.85%,-6.67%,-10.83%,-5.84%,10.90%,-10.21%,
2022,-0.18,2.02%,-17.83%,-15.14%,5.67%,0.55%," $624,317.20 "," $2,140.51 "," $7,006.75 "," $45,546.43 "," $5,043.29 "," $8,866.76 ",-20.06%,-0.21%,-2.89%,5.06%,6.44%,-23.00%,-4.15%,-22.80%,-20.28%,-0.73%,-5.54%,
2023,0.26,5.07%,3.88%,8.74%,6.29%,13.26%," $787,018.53 "," $2,249.04 "," $7,278.61 "," $49,525.21 "," $5,360.65 "," $10,042.68 ",20.99%,22.18%,17.33%,5.23%,3.12%,22.25%,1.89%,0.74%,5.45%,3.08%,9.84%,
,,,,,,,,,,,,,,,,,,,,,,,,
Arithmetic Average Historical Return,,,,,,,,,Risk Premium,,Standard Error,,,,,,Arithmetic Average Annual Real Return,,,,,,,
1928-2023,0.12,3.34%,4.86%,6.95%,4.42%,6.55%,,,Stocks - T.Bills,Stocks - T.Bonds,Stocks - T.Bills,Stocks - T.Bonds,,,,,,S&P 500 (includes dividends)2,3-month T. Bill (Real),!0-year T.Bonds,Baa Corp Bonds,Real Estate3,Gold,
1974-2023,0.13,4.36%,6.59%,8.82%,5.56%,8.36%,,,8.32%,6.80%,2.03%,2.14%,,,,,1928-2023,8.40%,0.32%,1.86%,3.90%,1.28%,3.27%,
2014-2023,0.13,1.28%,1.81%,4.71%,7.07%,6.12%,,,8.18%,5.95%,2.45%,2.73%,,,,,1974-2023,8.42%,0.46%,2.73%,4.87%,1.61%,4.11%,
,,,,,,,,,11.70%,11.17%,4.97%,3.86%,,,,,2014-2023,9.98%,-1.43%,-0.78%,2.01%,4.16%,3.32%,
Geometric Average Historical Return,,,,,,,,,,Risk Premium,,,,,,,,,,,,,,
1928-2023,0.10,3.30%,4.57%,6.68%,4.23%,4.92%,,,Stocks - T.Bills,Stocks - T.Bonds,,,,,,,,,,,,,,
1974-2023,0.11,4.30%,6.12%,8.49%,5.40%,6.01%,,,6.50%,5.23%,,,,,,,,,,,,,,
2014-2023,0.12,1.27%,1.46%,4.32%,6.99%,5.58%,,,6.79%,4.97%,,,,,,,,,,,,,,
,,,,,,,,,10.63%,10.44%,,,,,,,,,,,,,,
Note,,,,,,,,,,,,,,,,,,,,,,,,
"* Prior to 1971, gold prices were fixed and with the gold standard in place, and were mostly stable.",,,,,,,,,,,,,,,,,,,,,,,,
